time,entry,sl,tp,trailing_sl,risk_pips,spread,exit_price,exit_time,status,exit_rr,exit_type,balance_before,risk_amount,risky_ticks,profit,balance_after,withdrawal,total_withdrawn,investment,total_invested,total_equity,direction,duration,pips
2025-01-30 13:25:00+00:00,6055.0,6054.0,6057.0,6055.3,1.0,0.5,6055.3,2025-01-30 13:30:00+00:00,win,0.3000000000001819,TSL,"$9,725.51",$486.28,1.0,$145.88,"$9,871.39",$0.00,$50.00,$0.00,"$10,000.00","$9,921.39",bullish,0 days 00:05:00,0.3000000000001819
2025-01-30 13:35:00+00:00,6057.8,6051.4,6070.600000000001,,6.4,0.5,6051.4,2025-01-30 13:40:00+00:00,loss,-1.0,SL,"$9,871.39",$493.57,6.400000000000546,$-493.57,"$9,377.82",$0.00,$50.00,$0.00,"$10,000.00","$9,427.82",bullish,0 days 00:05:00,-6.400000000000546
2025-01-30 14:10:00+00:00,6060.8,6057.8,6066.8,,3.0,0.5,6057.8,2025-01-30 14:15:00+00:00,loss,-1.0,SL,"$9,377.82",$468.89,3.0,$-468.89,"$8,908.93",$0.00,$50.00,$0.00,"$10,000.00","$8,958.93",bullish,0 days 00:05:00,-3.0
2025-01-30 15:05:00+00:00,6060.7,6053.8,6074.499999999999,,6.9,0.4,6053.8,2025-01-30 15:25:00+00:00,loss,-1.0,SL,"$8,908.93",$445.45,6.899999999999636,$-445.45,"$8,463.48",$0.00,$50.00,$0.00,"$10,000.00","$8,513.48",bullish,0 days 00:20:00,-6.899999999999636
2025-01-30 16:05:00+00:00,6038.2,6032.6,6049.399999999999,,5.6,0.4,6032.6,2025-01-30 16:10:00+00:00,loss,-1.0,SL,"$8,463.48",$423.17,5.599999999999454,$-423.17,"$8,040.31",$0.00,$50.00,$0.00,"$10,000.00","$8,090.31",bullish,0 days 00:05:00,-5.599999999999454
2025-01-30 19:05:00+00:00,6069.0,6068.4,6070.200000000001,6074.499999999999,0.6,0.4,6074.499999999999,2025-01-30 19:15:00+00:00,win,9.166666666659593,TSL,"$8,040.31",$402.02,0.6000000000003638,"$3,685.14","$11,675.45",$50.00,$100.00,$0.00,"$10,000.00","$11,775.45",bullish,0 days 00:10:00,5.4999999999990905
2025-01-30 21:15:00+00:00,6070.9,6064.9,6082.9,,6.0,0.7,6064.9,2025-01-30 21:30:00+00:00,loss,-1.0,SL,"$11,675.45",$583.77,6.0,$-583.77,"$11,041.68",$50.00,$150.00,$0.00,"$10,000.00","$11,191.68",bullish,0 days 00:15:00,-6.0
2025-01-30 21:35:00+00:00,6068.9,6064.9,6076.9,,4.0,0.7,6064.9,2025-01-30 21:40:00+00:00,loss,-1.0,SL,"$11,041.68",$552.08,4.0,$-552.08,"$10,489.59",$0.00,$150.00,$0.00,"$10,000.00","$10,639.59",bullish,0 days 00:05:00,-4.0
2025-01-31 03:00:00+00:00,6086.2,6085.3,6087.999999999999,6086.85,0.9,0.5,6086.85,2025-01-31 03:25:00+00:00,win,0.7222222222231205,TSL,"$10,489.59",$524.48,0.8999999999996362,$378.79,"$10,868.38",$0.00,$150.00,$0.00,"$10,000.00","$11,018.38",bullish,0 days 00:25:00,0.6500000000005457
2025-01-31 04:35:00+00:00,6086.2,6085.4,6087.8,,0.8,0.5,6085.4,2025-01-31 04:40:00+00:00,loss,-1.0,SL,"$10,868.38",$543.42,0.8000000000001819,$-543.42,"$10,324.96",$0.00,$150.00,$0.00,"$10,000.00","$10,474.96",bullish,0 days 00:05:00,-0.8000000000001819
2025-01-31 09:00:00+00:00,6092.0,6090.0,6096.0,6098.8,2.0,0.5,6098.8,2025-01-31 09:40:00+00:00,win,3.400000000000091,TSL,"$10,324.96",$516.25,2.0,"$1,755.24","$11,980.21",$100.00,$250.00,$0.00,"$10,000.00","$12,230.21",bullish,0 days 00:40:00,6.800000000000182
2025-01-31 14:20:00+00:00,6093.7,6090.4,6100.3,6104.549999999999,3.3,0.5,6104.549999999999,2025-01-31 15:20:00+00:00,win,3.2878787878784412,TSL,"$11,980.21",$599.01,3.300000000000182,"$1,969.47","$13,799.68",$150.00,$400.00,$0.00,"$10,000.00","$14,199.68",bullish,0 days 01:00:00,10.849999999999454
2025-01-31 17:10:00+00:00,6110.2,6103.0,6124.599999999999,6106.200000000001,7.2,0.4,6106.200000000001,2025-01-31 18:15:00+00:00,loss,-0.5555555555554432,TSL,"$13,799.68",$689.98,7.199999999999818,$-383.32,"$13,266.36",$150.00,$550.00,$0.00,"$10,000.00","$13,816.36",bullish,0 days 01:05:00,-3.9999999999990905
2025-01-31 19:05:00+00:00,6071.9,6068.2,6079.299999999999,,3.7,0.4,6068.2,2025-01-31 19:10:00+00:00,loss,-1.0,SL,"$13,266.36",$663.32,3.699999999999818,$-663.32,"$12,503.04",$100.00,$650.00,$0.00,"$10,000.00","$13,153.04",bullish,0 days 00:05:00,-3.699999999999818
2025-02-02 23:10:00+00:00,5941.3,5949.4,5925.100000000001,5933.75,8.1,0.7,5933.75,2025-02-02 23:30:00+00:00,win,0.9320987654321841,TSL,"$12,503.04",$625.15,8.099999999999454,$582.70,"$12,935.74",$150.00,$800.00,$0.00,"$10,000.00","$13,735.74",bearish,0 days 00:20:00,7.550000000000182
2025-02-03 00:10:00+00:00,5944.6,5948.6,5936.6,5943.0,4.0,0.5,5943.0,2025-02-03 00:35:00+00:00,win,0.40000000000009095,TSL,"$12,935.74",$646.79,4.0,$258.71,"$13,044.46",$150.00,$950.00,$0.00,"$10,000.00","$13,994.46",bearish,0 days 00:25:00,1.6000000000003638
2025-02-03 08:15:00+00:00,5946.1,5948.6,5941.1,,2.5,0.5,5948.6,2025-02-03 08:20:00+00:00,loss,-1.0,SL,"$13,044.46",$652.22,2.5,$-652.22,"$12,292.24",$100.00,"$1,050.00",$0.00,"$10,000.00","$13,342.24",bearish,0 days 00:05:00,-2.5
2025-02-03 09:20:00+00:00,5943.1,5950.8,5927.700000000001,,7.7,0.7,5950.8,2025-02-03 09:30:00+00:00,loss,-1.0,SL,"$12,292.24",$614.61,7.699999999999818,$-614.61,"$11,627.62",$50.00,"$1,100.00",$0.00,"$10,000.00","$12,727.62",bearish,0 days 00:10:00,-7.699999999999818
2025-02-03 09:40:00+00:00,5944.6,5952.8,5928.200000000001,5948.299999999999,8.2,0.5,5948.299999999999,2025-02-03 10:30:00+00:00,loss,-0.45121951219499884,TSL,"$11,627.62",$581.38,8.199999999999818,$-262.33,"$11,315.29",$50.00,"$1,150.00",$0.00,"$10,000.00","$12,465.29",bearish,0 days 00:50:00,-3.6999999999989086
2025-02-03 12:05:00+00:00,5946.3,5952.6,5933.7,5945.25,6.3,0.5,5945.25,2025-02-03 13:00:00+00:00,win,0.16666666666669072,TSL,"$11,315.29",$565.76,6.300000000000182,$94.29,"$11,359.59",$50.00,"$1,200.00",$0.00,"$10,000.00","$12,559.59",bearish,0 days 00:55:00,1.050000000000182
2025-02-03 13:10:00+00:00,5946.3,5956.0,5926.900000000001,5954.15,9.7,0.5,5954.15,2025-02-03 14:30:00+00:00,loss,-0.8092783505154229,TSL,"$11,359.59",$567.98,9.699999999999818,$-459.65,"$10,899.93",$0.00,"$1,200.00",$0.00,"$10,000.00","$12,099.93",bearish,0 days 01:20:00,-7.849999999999454
2025-02-03 23:55:00+00:00,6029.2,6026.0,6035.599999999999,,3.2,0.5,6026.0,2025-02-04 00:00:00+00:00,loss,-1.0,SL,"$10,899.93",$545.00,3.199999999999818,$-545.00,"$10,354.94",$0.00,"$1,200.00",$0.00,"$10,000.00","$11,554.94",bullish,0 days 00:05:00,-3.199999999999818
2025-02-04 00:20:00+00:00,6023.2,6026.4,6016.8,,3.2,0.5,6026.4,2025-02-04 00:30:00+00:00,loss,-1.0,SL,"$10,354.94",$517.75,3.199999999999818,$-517.75,"$9,837.19",$0.00,"$1,200.00",$0.00,"$10,000.00","$11,037.19",bearish,0 days 00:10:00,-3.199999999999818
2025-02-04 00:35:00+00:00,6025.0,6026.4,6022.200000000001,,1.4,0.5,6026.4,2025-02-04 00:45:00+00:00,loss,-1.0,SL,"$9,837.19",$491.86,1.3999999999996362,$-491.86,"$9,345.33",$0.00,"$1,200.00",$0.00,"$10,000.00","$10,545.33",bearish,0 days 00:10:00,-1.3999999999996362
2025-02-04 00:50:00+00:00,6022.2,6026.2,6014.2,6006.2,4.0,0.5,6006.2,2025-02-04 04:10:00+00:00,win,4.0,TSL,"$9,345.33",$467.27,4.0,"$1,869.07","$11,164.40",$50.00,"$1,250.00",$0.00,"$10,000.00","$12,414.40",bearish,0 days 03:20:00,16.0
2025-02-04 04:50:00+00:00,6001.5,6005.8,5992.9,5981.25,4.3,0.7,5981.25,2025-02-04 05:10:00+00:00,win,4.709302325581196,TSL,"$11,164.40",$558.22,4.300000000000182,"$2,628.83","$13,643.22",$150.00,"$1,400.00",$0.00,"$10,000.00","$15,043.22",bearish,0 days 00:20:00,20.25
2025-02-04 05:55:00+00:00,5989.2,5995.4,5976.8,5989.5,6.2,0.5,5989.5,2025-02-04 06:55:00+00:00,loss,-0.04838709677422431,TSL,"$13,643.22",$682.16,6.199999999999818,$-33.01,"$13,460.21",$150.00,"$1,550.00",$0.00,"$10,000.00","$15,010.21",bearish,0 days 01:00:00,-0.3000000000001819
2025-02-04 07:00:00+00:00,5991.3,5992.5,5988.900000000001,5990.6,1.2,0.7,5990.6,2025-02-04 07:05:00+00:00,win,0.5833333333332702,TSL,"$13,460.21",$673.01,1.199999999999818,$392.59,"$13,702.80",$150.00,"$1,700.00",$0.00,"$10,000.00","$15,402.80",bearish,0 days 00:05:00,0.6999999999998181
2025-02-04 07:40:00+00:00,5991.5,5994.0,5986.5,5993.55,2.5,0.5,5993.55,2025-02-04 07:45:00+00:00,loss,-0.8200000000000728,TSL,"$13,702.80",$685.14,2.5,$-561.81,"$12,990.99",$150.00,"$1,850.00",$0.00,"$10,000.00","$14,840.99",bearish,0 days 00:05:00,-2.050000000000182
2025-02-04 07:55:00+00:00,5991.5,5995.4,5983.700000000001,5989.849999999999,3.9,0.5,5989.849999999999,2025-02-04 08:20:00+00:00,win,0.4230769230771025,TSL,"$12,990.99",$649.55,3.899999999999636,$274.81,"$13,115.80",$150.00,"$2,000.00",$0.00,"$10,000.00","$15,115.80",bearish,0 days 00:25:00,1.6500000000005457
2025-02-04 09:00:00+00:00,5976.3,5977.8,5973.3,,1.5,0.7,5977.8,2025-02-04 09:05:00+00:00,loss,-1.0,SL,"$13,115.80",$655.79,1.5,$-655.79,"$12,360.01",$100.00,"$2,100.00",$0.00,"$10,000.00","$14,460.01",bearish,0 days 00:05:00,-1.5
2025-02-04 09:15:00+00:00,5983.5,5986.4,5977.700000000001,5983.349999999999,2.9,0.7,5983.349999999999,2025-02-04 10:10:00+00:00,win,0.051724137931229146,TSL,"$12,360.01",$618.00,2.899999999999636,$31.97,"$12,291.97",$100.00,"$2,200.00",$0.00,"$10,000.00","$14,491.97",bearish,0 days 00:55:00,0.1500000000005457
2025-02-04 10:25:00+00:00,5984.7,5987.8,5978.499999999999,5987.650000000001,3.1,0.5,5987.650000000001,2025-02-04 11:05:00+00:00,loss,-0.9516129032259295,TSL,"$12,291.97",$614.60,3.100000000000364,$-584.86,"$11,657.11",$50.00,"$2,250.00",$0.00,"$10,000.00","$13,907.11",bearish,0 days 00:40:00,-2.9500000000007276
2025-02-04 11:10:00+00:00,5991.5,5992.2,5990.1,5987.049999999999,0.7,0.5,5987.049999999999,2025-02-04 11:15:00+00:00,win,6.357142857145549,TSL,"$11,657.11",$582.86,0.6999999999998181,"$3,705.30","$15,112.41",$250.00,"$2,500.00",$0.00,"$10,000.00","$17,612.41",bearish,0 days 00:05:00,4.450000000000728
2025-02-04 12:15:00+00:00,5991.5,5994.6,5985.299999999999,,3.1,0.5,5994.6,2025-02-04 12:20:00+00:00,loss,-1.0,SL,"$15,112.41",$755.62,3.100000000000364,$-755.62,"$14,156.79",$200.00,"$2,700.00",$0.00,"$10,000.00","$16,856.79",bearish,0 days 00:05:00,-3.100000000000364
2025-02-04 14:05:00+00:00,5997.0,5998.0,5995.0,,1.0,0.5,5998.0,2025-02-04 14:10:00+00:00,loss,-1.0,SL,"$14,156.79",$707.84,1.0,$-707.84,"$13,298.95",$150.00,"$2,850.00",$0.00,"$10,000.00","$16,148.95",bearish,0 days 00:05:00,-1.0
2025-02-04 14:30:00+00:00,5996.2,5997.0,5994.599999999999,,0.8,0.5,5997.0,2025-02-04 14:35:00+00:00,loss,-1.0,SL,"$13,298.95",$664.95,0.8000000000001819,$-664.95,"$12,534.00",$100.00,"$2,950.00",$0.00,"$10,000.00","$15,484.00",bearish,0 days 00:05:00,-0.8000000000001819
2025-02-04 14:55:00+00:00,6008.0,6008.5,6007.0,,0.5,0.4,6008.5,2025-02-04 15:00:00+00:00,loss,-1.0,SL,"$12,534.00",$626.70,0.5,$-626.70,"$11,857.30",$50.00,"$3,000.00",$0.00,"$10,000.00","$14,857.30",bearish,0 days 00:05:00,-0.5
2025-02-04 15:15:00+00:00,6022.8,6027.7,6013.000000000001,,4.9,0.4,6027.7,2025-02-04 15:20:00+00:00,loss,-1.0,SL,"$11,857.30",$592.87,4.899999999999636,$-592.87,"$11,214.44",$50.00,"$3,050.00",$0.00,"$10,000.00","$14,264.44",bearish,0 days 00:05:00,-4.899999999999636
2025-02-04 17:20:00+00:00,6024.4,6021.7,6029.799999999999,,2.7,0.4,6021.7,2025-02-04 17:25:00+00:00,loss,-1.0,SL,"$11,214.44",$560.72,2.699999999999818,$-560.72,"$10,653.72",$0.00,"$3,050.00",$0.00,"$10,000.00","$13,703.72",bullish,0 days 00:05:00,-2.699999999999818
2025-02-04 17:35:00+00:00,6016.2,6012.5,6023.599999999999,6022.950000000001,3.7,0.4,6022.950000000001,2025-02-04 18:00:00+00:00,win,1.8243243243246599,TSL,"$10,653.72",$532.69,3.699999999999818,$971.79,"$11,575.51",$50.00,"$3,100.00",$0.00,"$10,000.00","$14,675.51",bullish,0 days 00:25:00,6.7500000000009095
2025-02-05 01:35:00+00:00,6023.0,6021.0,6027.0,,2.0,0.5,6021.0,2025-02-05 01:40:00+00:00,loss,-1.0,SL,"$11,575.51",$578.78,2.0,$-578.78,"$10,996.73",$0.00,"$3,100.00",$0.00,"$10,000.00","$14,096.73",bullish,0 days 00:05:00,-2.0
2025-02-05 03:55:00+00:00,6014.8,6014.2,6016.000000000001,,0.6,0.5,6014.2,2025-02-05 04:00:00+00:00,loss,-1.0,SL,"$10,996.73",$549.84,0.6000000000003638,$-549.84,"$10,446.90",$0.00,"$3,100.00",$0.00,"$10,000.00","$13,546.90",bullish,0 days 00:05:00,-0.6000000000003638
2025-02-05 05:05:00+00:00,6014.5,6015.2,6013.1,,0.7,0.5,6015.2,2025-02-05 05:10:00+00:00,loss,-1.0,SL,"$10,446.90",$522.34,0.6999999999998181,$-522.34,"$9,924.55",$0.00,"$3,100.00",$0.00,"$10,000.00","$13,024.55",bearish,0 days 00:05:00,-0.6999999999998181
2025-02-05 05:15:00+00:00,6014.5,6015.2,6013.1,6012.25,0.7,0.5,6012.25,2025-02-05 05:40:00+00:00,win,3.2142857142865497,TSL,"$9,924.55",$496.23,0.6999999999998181,"$1,595.02","$11,469.57",$50.00,"$3,150.00",$0.00,"$10,000.00","$14,619.57",bearish,0 days 00:25:00,2.25
2025-02-05 07:05:00+00:00,6005.8,6004.2,6009.000000000001,6005.599999999999,1.6,0.5,6005.599999999999,2025-02-05 07:30:00+00:00,loss,-0.12500000000042633,TSL,"$11,469.57",$573.48,1.6000000000003638,$-71.68,"$11,347.88",$50.00,"$3,200.00",$0.00,"$10,000.00","$14,547.88",bullish,0 days 00:25:00,-0.2000000000007276
2025-02-05 08:15:00+00:00,6009.7,6007.8,6013.499999999999,6013.35,1.9,0.7,6013.35,2025-02-05 08:35:00+00:00,win,1.9210526315796024,TSL,"$11,347.88",$567.39,1.8999999999996362,"$1,089.99","$12,337.88",$100.00,"$3,300.00",$0.00,"$10,000.00","$15,637.88",bullish,0 days 00:20:00,3.6500000000005457
2025-02-05 08:40:00+00:00,6009.2,6007.8,6011.999999999999,,1.4,0.7,6007.8,2025-02-05 08:45:00+00:00,loss,-1.0,SL,"$12,337.88",$616.89,1.3999999999996362,$-616.89,"$11,670.98",$50.00,"$3,350.00",$0.00,"$10,000.00","$15,020.98",bullish,0 days 00:05:00,-1.3999999999996362
2025-02-05 08:50:00+00:00,6008.0,6004.2,6015.6,,3.8,0.7,6004.2,2025-02-05 09:00:00+00:00,loss,-1.0,SL,"$11,670.98",$583.55,3.800000000000182,$-583.55,"$11,037.43",$50.00,"$3,400.00",$0.00,"$10,000.00","$14,437.43",bullish,0 days 00:10:00,-3.800000000000182
2025-02-05 15:05:00+00:00,6008.1,6027.5,5969.300000000001,,19.4,0.4,6027.5,2025-02-05 15:25:00+00:00,loss,-1.0,SL,"$11,037.43",$551.87,19.399999999999636,$-551.87,"$10,485.56",$0.00,"$3,400.00",$0.00,"$10,000.00","$13,885.56",bearish,0 days 00:20:00,-19.399999999999636
2025-02-05 17:25:00+00:00,6048.8,6045.6,6055.2,6046.300000000001,3.2,0.4,6046.300000000001,2025-02-05 18:25:00+00:00,loss,-0.7812499999997602,TSL,"$10,485.56",$524.28,3.199999999999818,$-409.59,"$10,075.97",$0.00,"$3,400.00",$0.00,"$10,000.00","$13,475.97",bullish,0 days 01:00:00,-2.4999999999990905
2025-02-05 18:30:00+00:00,6048.6,6044.9,6056.000000000002,6052.549999999999,3.7,0.4,6052.549999999999,2025-02-05 19:50:00+00:00,win,1.0675675675670626,TSL,"$10,075.97",$503.80,3.7000000000007276,$537.84,"$10,613.81",$0.00,"$3,400.00",$0.00,"$10,000.00","$14,013.81",bullish,0 days 01:20:00,3.9499999999989086
2025-02-05 20:30:00+00:00,6059.9,6062.4,6054.9,6056.85,2.5,0.4,6056.85,2025-02-05 20:50:00+00:00,win,1.2199999999997089,TSL,"$10,613.81",$530.69,2.5,$647.44,"$11,211.25",$50.00,"$3,450.00",$0.00,"$10,000.00","$14,661.25",bearish,0 days 00:20:00,3.0499999999992724
2025-02-05 20:55:00+00:00,6057.4,6058.4,6055.4,,1.0,0.4,6058.4,2025-02-05 21:00:00+00:00,loss,-1.0,SL,"$11,211.25",$560.56,1.0,$-560.56,"$10,650.69",$0.00,"$3,450.00",$0.00,"$10,000.00","$14,100.69",bearish,0 days 00:05:00,-1.0
2025-02-05 21:50:00+00:00,6065.6,6066.6,6063.6,,1.0,0.5,6066.6,2025-02-05 21:55:00+00:00,loss,-1.0,SL,"$10,650.69",$532.53,1.0,$-532.53,"$10,118.15",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,568.15",bearish,0 days 00:05:00,-1.0
2025-02-06 07:00:00+00:00,6077.4,6076.4,6079.4,6078.7,1.0,0.5,6078.7,2025-02-06 07:10:00+00:00,win,1.300000000000182,TSL,"$10,118.15",$505.91,1.0,$657.68,"$10,775.84",$0.00,"$3,450.00",$0.00,"$10,000.00","$14,225.84",bullish,0 days 00:10:00,1.300000000000182
2025-02-06 07:30:00+00:00,6077.1,6075.4,6080.500000000002,,1.7,0.7,6075.4,2025-02-06 07:35:00+00:00,loss,-1.0,SL,"$10,775.84",$538.79,1.7000000000007276,$-538.79,"$10,237.04",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,687.04",bullish,0 days 00:05:00,-1.7000000000007276
2025-02-06 07:45:00+00:00,6075.6,6074.6,6077.6,,1.0,0.5,6074.6,2025-02-06 07:50:00+00:00,loss,-1.0,SL,"$10,237.04",$511.85,1.0,$-511.85,"$9,725.19",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,175.19",bullish,0 days 00:05:00,-1.0
2025-02-06 07:55:00+00:00,6073.9,6072.9,6075.9,,1.0,0.5,6072.9,2025-02-06 08:00:00+00:00,loss,-1.0,SL,"$9,725.19",$486.26,1.0,$-486.26,"$9,238.93",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,688.93",bullish,0 days 00:05:00,-1.0
2025-02-06 08:50:00+00:00,6080.4,6081.8,6077.5999999999985,,1.4,0.7,6081.8,2025-02-06 09:05:00+00:00,loss,-1.0,SL,"$9,238.93",$461.95,1.4000000000005457,$-461.95,"$8,776.99",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,226.99",bearish,0 days 00:15:00,-1.4000000000005457
2025-02-06 09:40:00+00:00,6079.4,6080.6,6076.999999999998,6078.4000000000015,1.2,0.5,6078.4000000000015,2025-02-06 10:00:00+00:00,win,0.8333333333313122,TSL,"$8,776.99",$438.85,1.2000000000007276,$365.71,"$9,142.69",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,592.69",bearish,0 days 00:20:00,0.999999999998181
2025-02-06 14:05:00+00:00,6079.6,6080.8,6077.200000000001,,1.2,0.5,6080.8,2025-02-06 14:10:00+00:00,loss,-1.0,SL,"$9,142.69",$457.13,1.199999999999818,$-457.13,"$8,685.56",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,135.56",bearish,0 days 00:05:00,-1.199999999999818
2025-02-06 14:50:00+00:00,6078.2,6082.9,6068.8,6079.449999999999,4.7,0.4,6079.449999999999,2025-02-06 15:10:00+00:00,loss,-0.26595744680832745,TSL,"$8,685.56",$434.28,4.699999999999818,$-115.50,"$8,570.06",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,020.06",bearish,0 days 00:20:00,-1.2499999999990905
2025-02-06 15:20:00+00:00,6078.4,6081.4,6072.4,6075.6,3.0,0.4,6075.6,2025-02-06 15:35:00+00:00,win,0.9333333333330908,TSL,"$8,570.06",$428.50,3.0,$399.94,"$8,969.99",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,419.99",bearish,0 days 00:15:00,2.7999999999992724
2025-02-06 18:05:00+00:00,6080.2,6080.8,6078.999999999999,6078.8,0.6,0.4,6078.8,2025-02-06 18:10:00+00:00,win,2.3333333333313124,TSL,"$8,969.99",$448.50,0.6000000000003638,"$1,046.50","$10,016.49",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,466.49",bearish,0 days 00:05:00,1.3999999999996362
2025-02-07 01:00:00+00:00,6080.6,6081.2,6079.4000000000015,,0.6,0.5,6081.2,2025-02-07 01:05:00+00:00,loss,-1.0,SL,"$10,016.49",$500.82,0.5999999999994543,$-500.82,"$9,515.67",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,965.67",bearish,0 days 00:05:00,-0.5999999999994543
2025-02-07 01:20:00+00:00,6081.1,6080.2,6082.9000000000015,,0.9,0.5,6080.2,2025-02-07 01:25:00+00:00,loss,-1.0,SL,"$9,515.67",$475.78,0.9000000000005457,$-475.78,"$9,039.89",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,489.89",bullish,0 days 00:05:00,-0.9000000000005457
2025-02-07 02:40:00+00:00,6082.4,6081.6,6083.999999999998,6083.000000000001,0.8,0.5,6083.000000000001,2025-02-07 03:10:00+00:00,win,0.7500000000022737,TSL,"$9,039.89",$451.99,0.7999999999992724,$339.00,"$9,378.88",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,828.88",bullish,0 days 00:30:00,0.6000000000012733
2025-02-07 05:35:00+00:00,6077.4,6078.8,6074.5999999999985,6073.9000000000015,1.4,0.5,6073.9000000000015,2025-02-07 06:20:00+00:00,win,2.4999999999977263,TSL,"$9,378.88",$468.94,1.4000000000005457,"$1,172.36","$10,551.24",$0.00,"$3,450.00",$0.00,"$10,000.00","$14,001.24",bearish,0 days 00:45:00,3.499999999998181
2025-02-07 07:05:00+00:00,6078.1,6079.2,6075.9000000000015,,1.1,0.5,6079.2,2025-02-07 07:10:00+00:00,loss,-1.0,SL,"$10,551.24",$527.56,1.0999999999994543,$-527.56,"$10,023.68",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,473.68",bearish,0 days 00:05:00,-1.0999999999994543
2025-02-07 08:05:00+00:00,6079.9,6081.2,6077.299999999999,,1.3,0.5,6081.2,2025-02-07 08:10:00+00:00,loss,-1.0,SL,"$10,023.68",$501.18,1.300000000000182,$-501.18,"$9,522.50",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,972.50",bearish,0 days 00:05:00,-1.300000000000182
2025-02-07 08:45:00+00:00,6080.1,6081.1,6078.1,6078.7,1.0,0.5,6078.7,2025-02-07 09:00:00+00:00,win,1.4000000000005457,TSL,"$9,522.50",$476.12,1.0,$666.57,"$10,189.07",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,639.07",bearish,0 days 00:15:00,1.4000000000005457
2025-02-07 09:10:00+00:00,6079.9,6080.8,6078.0999999999985,6079.550000000001,0.9,0.5,6079.550000000001,2025-02-07 09:30:00+00:00,win,0.3888888888870362,TSL,"$10,189.07",$509.45,0.9000000000005457,$198.12,"$10,387.19",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,837.19",bearish,0 days 00:20:00,0.3499999999985448
2025-02-07 09:45:00+00:00,6081.6,6083.2,6078.4000000000015,6083.199999999999,1.6,0.5,6083.199999999999,2025-02-07 10:20:00+00:00,loss,-0.9999999999994316,TSL,"$10,387.19",$519.36,1.5999999999994543,$-519.36,"$9,867.83",$0.00,"$3,450.00",$0.00,"$10,000.00","$13,317.83",bearish,0 days 00:35:00,-1.5999999999985448
2025-02-07 11:30:00+00:00,6080.6,6081.8,6078.200000000001,,1.2,0.5,6081.8,2025-02-07 11:35:00+00:00,loss,-1.0,SL,"$9,867.83",$493.39,1.199999999999818,$-493.39,"$9,374.44",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,824.44",bearish,0 days 00:05:00,-1.199999999999818
2025-02-07 13:20:00+00:00,6080.6,6083.6,6074.6,6082.1,3.0,0.5,6082.1,2025-02-07 13:30:00+00:00,loss,-0.5,TSL,"$9,374.44",$468.72,3.0,$-234.36,"$9,140.08",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,590.08",bearish,0 days 00:10:00,-1.5
2025-02-07 13:35:00+00:00,6075.6,6091.8,6043.200000000001,,16.2,0.5,6091.8,2025-02-07 14:30:00+00:00,loss,-1.0,SL,"$9,140.08",$457.00,16.199999999999818,$-457.00,"$8,683.08",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,133.08",bearish,0 days 00:55:00,-16.199999999999818
2025-02-07 14:35:00+00:00,6091.2,6093.9,6085.8,,2.7,0.4,6093.9,2025-02-07 14:40:00+00:00,loss,-1.0,SL,"$8,683.08",$434.15,2.699999999999818,$-434.15,"$8,248.92",$0.00,"$3,450.00",$0.00,"$10,000.00","$11,698.92",bearish,0 days 00:05:00,-2.699999999999818
2025-02-07 15:55:00+00:00,6036.6,6031.8,6046.200000000001,6045.699999999999,4.8,0.4,6045.699999999999,2025-02-07 16:00:00+00:00,win,1.8958333333329582,TSL,"$8,248.92",$412.45,4.800000000000182,$781.93,"$9,030.85",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,480.85",bullish,0 days 00:05:00,9.099999999998545
2025-02-07 16:10:00+00:00,6053.6,6033.6,6093.6,,20.0,0.4,6033.6,2025-02-07 16:45:00+00:00,loss,-1.0,SL,"$9,030.85",$451.54,20.0,$-451.54,"$8,579.31",$0.00,"$3,450.00",$0.00,"$10,000.00","$12,029.31",bullish,0 days 00:35:00,-20.0
2025-02-07 16:50:00+00:00,6037.1,6033.1,6045.1,,4.0,0.4,6033.1,2025-02-07 17:00:00+00:00,loss,-1.0,SL,"$8,579.31",$428.97,4.0,$-428.97,"$8,150.34",$0.00,"$3,450.00",$0.00,"$10,000.00","$11,600.34",bullish,0 days 00:10:00,-4.0
