Datetime,Close_bid,High_bid,Low_bid,Open_bid,Close,High,Low,Open,Close_ask,High_ask,Low_ask,Open_ask,Volume,Close_spread,Open_spread,High_spread,Low_spread
2025-03-10 04:45:00+00:00,5739.2,5744.7,5738.4,5743.4,5739.6,5745.0,5738.6,5743.6,5739.9,5745.4,5738.9,5743.9,275,0.7,0.5,0.7,0.5
2025-03-10 05:00:00+00:00,5742.4,5743.4,5739.2,5739.2,5742.6,5743.6,5739.4,5739.4,5742.9,5743.9,5739.7,5739.7,293,0.5,0.5,0.5,0.5
2025-03-10 05:15:00+00:00,5745.2,5746.4,5741.9,5742.7,5745.4,5746.6,5742.2,5743.0,5745.7,5746.9,5742.4,5743.2,208,0.5,0.5,0.5,0.5
2025-03-10 05:30:00+00:00,5740.4,5746.0,5740.4,5745.7,5740.6,5746.4,5740.6,5746.0,5740.9,5746.7,5740.9,5746.2,375,0.5,0.5,0.7,0.5
2025-03-10 05:45:00+00:00,5737.4,5741.9,5734.7,5740.2,5737.6,5742.2,5735.0,5740.6,5737.9,5742.4,5735.4,5740.9,386,0.5,0.7,0.5,0.7
2025-03-10 06:00:00+00:00,5742.7,5743.0,5737.7,5737.7,5743.0,5743.4,5738.0,5738.0,5743.2,5743.7,5738.2,5738.2,267,0.5,0.5,0.7,0.5
2025-03-10 06:15:00+00:00,5742.9,5745.4,5741.9,5742.4,5743.2,5745.6,5742.2,5742.6,5743.4,5745.9,5742.4,5742.9,300,0.5,0.5,0.5,0.5
2025-03-10 06:30:00+00:00,5742.7,5745.2,5740.7,5742.4,5743.0,5745.4,5741.0,5742.6,5743.2,5745.7,5741.4,5742.9,317,0.5,0.5,0.5,0.7
2025-03-10 06:45:00+00:00,5741.5,5743.7,5740.5,5743.2,5741.8,5744.0,5740.8,5743.4,5742.2,5744.4,5741.2,5743.7,262,0.7,0.5,0.7,0.7
2025-03-10 07:00:00+00:00,5743.2,5747.2,5741.2,5741.7,5743.4,5747.4,5741.6,5742.0,5743.7,5747.7,5741.9,5742.2,558,0.5,0.5,0.5,0.7
2025-03-10 07:15:00+00:00,5737.9,5743.2,5735.7,5743.2,5738.2,5743.6,5736.0,5743.6,5738.4,5743.9,5736.2,5743.9,623,0.5,0.7,0.7,0.5
2025-03-10 07:30:00+00:00,5742.2,5744.2,5736.2,5737.7,5742.4,5744.6,5736.4,5738.0,5742.7,5744.9,5736.7,5738.4,560,0.5,0.7,0.7,0.5
2025-03-10 07:45:00+00:00,5736.7,5741.9,5736.2,5741.9,5737.0,5742.2,5736.6,5742.2,5737.2,5742.4,5736.9,5742.4,607,0.5,0.5,0.5,0.7
2025-03-10 08:00:00+00:00,5723.4,5741.7,5722.9,5737.9,5723.6,5742.0,5723.2,5738.2,5723.9,5742.2,5723.4,5738.4,1903,0.5,0.5,0.5,0.5
2025-03-10 08:15:00+00:00,5725.9,5727.9,5718.4,5723.2,5726.2,5728.2,5718.6,5723.6,5726.4,5728.4,5718.9,5723.9,1820,0.5,0.7,0.5,0.5
2025-03-10 08:30:00+00:00,5708.7,5726.5,5707.7,5726.2,5709.0,5726.8,5708.0,5726.4,5709.4,5727.2,5708.2,5726.7,1621,0.7,0.5,0.7,0.5
2025-03-10 08:45:00+00:00,5699.2,5712.7,5696.7,5708.7,5699.4,5713.0,5697.0,5709.0,5699.7,5713.4,5697.2,5709.2,1973,0.5,0.5,0.7,0.5
2025-03-10 09:00:00+00:00,5700.0,5709.2,5696.4,5698.9,5700.4,5709.4,5696.6,5699.2,5700.7,5709.7,5696.9,5699.4,1522,0.7,0.5,0.5,0.5
2025-03-10 09:15:00+00:00,5714.2,5718.2,5699.5,5699.9,5714.4,5718.4,5699.8,5700.2,5714.7,5718.7,5700.2,5700.4,1500,0.5,0.5,0.5,0.7
2025-03-10 09:30:00+00:00,5722.4,5724.2,5713.9,5714.2,5722.6,5724.4,5714.2,5714.6,5722.9,5724.7,5714.4,5714.9,876,0.5,0.7,0.5,0.5
2025-03-10 09:45:00+00:00,5712.2,5724.7,5707.2,5721.9,5712.6,5725.0,5707.6,5722.2,5712.9,5725.2,5707.9,5722.4,1378,0.7,0.5,0.5,0.7
2025-03-10 10:00:00+00:00,5710.9,5718.2,5708.4,5712.4,5711.2,5718.6,5708.6,5712.6,5711.4,5718.9,5708.9,5712.9,1271,0.5,0.5,0.7,0.5
2025-03-10 10:15:00+00:00,5707.2,5711.7,5705.2,5710.7,5707.4,5712.0,5705.6,5711.0,5707.7,5712.4,5705.9,5711.4,1195,0.5,0.7,0.7,0.7
2025-03-10 10:30:00+00:00,5702.7,5712.2,5701.2,5706.7,5703.0,5712.4,5701.4,5707.0,5703.2,5712.7,5701.7,5707.2,862,0.5,0.5,0.5,0.5
2025-03-10 10:45:00+00:00,5702.2,5707.7,5699.5,5702.7,5702.4,5708.0,5699.8,5703.0,5702.7,5708.2,5700.2,5703.4,813,0.5,0.7,0.5,0.7
2025-03-10 11:00:00+00:00,5708.4,5710.2,5696.9,5702.2,5708.6,5710.4,5697.2,5702.6,5708.9,5710.7,5697.4,5702.9,2679,0.5,0.7,0.5,0.5
2025-03-10 11:15:00+00:00,5713.7,5716.4,5704.7,5707.9,5714.0,5716.6,5705.0,5708.2,5714.2,5716.9,5705.2,5708.4,1265,0.5,0.5,0.5,0.5
2025-03-10 11:30:00+00:00,5704.2,5715.0,5701.9,5713.7,5704.4,5715.4,5702.2,5714.0,5704.7,5715.7,5702.4,5714.4,934,0.5,0.7,0.7,0.5
2025-03-10 11:45:00+00:00,5700.2,5708.2,5695.4,5704.7,5700.4,5708.4,5695.6,5705.0,5700.7,5708.7,5695.9,5705.2,1166,0.5,0.5,0.5,0.5
2025-03-10 12:00:00+00:00,5690.2,5700.9,5684.9,5700.7,5690.4,5701.2,5685.2,5701.0,5690.7,5701.4,5685.4,5701.2,1364,0.5,0.5,0.5,0.5
2025-03-10 12:15:00+00:00,5687.2,5696.9,5686.9,5689.9,5687.6,5697.2,5687.2,5690.2,5687.9,5697.4,5687.4,5690.4,1004,0.7,0.5,0.5,0.5
2025-03-10 12:30:00+00:00,5689.7,5690.7,5680.9,5687.2,5690.0,5691.0,5681.2,5687.4,5690.2,5691.2,5681.4,5687.7,1180,0.5,0.5,0.5,0.5
2025-03-10 12:45:00+00:00,5694.7,5695.5,5687.2,5689.4,5695.0,5695.8,5687.4,5689.6,5695.2,5696.2,5687.7,5689.9,715,0.5,0.5,0.7,0.5
2025-03-10 13:00:00+00:00,5693.2,5700.2,5684.9,5694.4,5693.4,5700.4,5685.2,5694.6,5693.7,5700.7,5685.4,5694.9,1708,0.5,0.5,0.5,0.5
2025-03-10 13:15:00+00:00,5684.9,5694.7,5683.9,5692.9,5685.2,5695.0,5684.2,5693.2,5685.4,5695.2,5684.4,5693.4,1493,0.5,0.5,0.5,0.5
2025-03-10 13:30:00+00:00,5701.0,5704.5,5672.7,5684.4,5701.2,5704.7,5672.9,5684.6,5701.4,5704.9,5673.1,5684.9,7033,0.4,0.5,0.4,0.4
2025-03-10 13:45:00+00:00,5682.7,5704.0,5676.2,5701.5,5682.9,5704.2,5676.4,5701.7,5683.1,5704.4,5676.6,5701.9,5980,0.4,0.4,0.4,0.4
2025-03-10 14:00:00+00:00,5673.0,5683.0,5665.0,5683.0,5673.2,5683.2,5665.2,5683.2,5673.4,5683.4,5665.4,5683.4,5252,0.4,0.4,0.4,0.4
2025-03-10 14:15:00+00:00,5664.5,5679.5,5661.0,5672.7,5664.7,5679.7,5661.2,5672.9,5664.9,5679.9,5661.4,5673.1,5206,0.4,0.4,0.4,0.4
2025-03-10 14:30:00+00:00,5655.0,5670.0,5652.5,5665.0,5655.2,5670.2,5652.7,5665.2,5655.4,5670.4,5652.9,5665.4,5378,0.4,0.4,0.4,0.4
2025-03-10 14:45:00+00:00,5648.7,5662.5,5640.2,5654.8,5648.9,5662.7,5640.4,5655.1,5649.1,5662.9,5640.6,5655.4,4704,0.4,0.6,0.4,0.4
2025-03-10 15:00:00+00:00,5661.2,5663.5,5649.0,5649.0,5661.4,5663.7,5649.2,5649.2,5661.6,5663.9,5649.4,5649.4,5823,0.4,0.4,0.4,0.4
2025-03-10 15:15:00+00:00,5660.7,5662.8,5648.7,5661.3,5660.9,5663.1,5648.9,5661.6,5661.1,5663.4,5649.1,5661.9,4839,0.4,0.6,0.6,0.4
2025-03-10 15:30:00+00:00,5649.2,5675.5,5646.0,5661.0,5649.4,5675.7,5646.2,5661.2,5649.6,5675.9,5646.4,5661.4,4305,0.4,0.4,0.4,0.4
2025-03-10 15:45:00+00:00,5647.7,5661.5,5646.2,5649.7,5647.9,5661.8,5646.4,5649.9,5648.1,5662.1,5646.6,5650.1,3833,0.4,0.4,0.6,0.4
2025-03-10 16:00:00+00:00,5654.2,5655.0,5643.2,5647.2,5654.4,5655.2,5643.4,5647.4,5654.6,5655.4,5643.6,5647.6,3608,0.4,0.4,0.4,0.4
2025-03-10 16:15:00+00:00,5646.7,5654.5,5633.7,5654.3,5646.9,5654.7,5633.9,5654.6,5647.1,5654.9,5634.1,5654.9,3106,0.4,0.6,0.4,0.4
2025-03-10 16:30:00+00:00,5641.2,5660.5,5636.7,5647.0,5641.4,5660.7,5636.9,5647.2,5641.6,5660.9,5637.1,5647.4,3237,0.4,0.4,0.4,0.4
2025-03-10 16:45:00+00:00,5641.5,5649.5,5640.7,5641.0,5641.7,5649.7,5640.9,5641.3,5641.9,5649.9,5641.1,5641.6,3292,0.4,0.6,0.4,0.4
2025-03-10 17:00:00+00:00,5631.5,5643.0,5622.2,5641.2,5631.7,5643.2,5622.4,5641.4,5631.9,5643.4,5622.6,5641.6,3629,0.4,0.4,0.4,0.4
2025-03-10 17:15:00+00:00,5630.0,5641.7,5628.2,5631.2,5630.2,5641.9,5628.4,5631.4,5630.4,5642.1,5628.6,5631.6,3536,0.4,0.4,0.4,0.4
2025-03-10 17:30:00+00:00,5619.0,5631.0,5614.5,5630.5,5619.2,5631.2,5614.8,5630.7,5619.4,5631.4,5615.1,5630.9,2903,0.4,0.4,0.4,0.6
2025-03-10 17:45:00+00:00,5615.5,5626.0,5612.5,5618.7,5615.7,5626.2,5612.7,5618.9,5615.9,5626.4,5612.9,5619.1,2699,0.4,0.4,0.4,0.4
2025-03-10 18:00:00+00:00,5615.2,5626.7,5605.7,5615.2,5615.4,5626.9,5605.9,5615.4,5615.6,5627.1,5606.1,5615.6,3816,0.4,0.4,0.4,0.4
2025-03-10 18:15:00+00:00,5609.7,5622.0,5605.7,5615.5,5609.9,5622.2,5605.9,5615.7,5610.1,5622.4,5606.1,5615.9,3419,0.4,0.4,0.4,0.4
2025-03-10 18:30:00+00:00,5604.5,5616.2,5598.0,5610.0,5604.7,5616.4,5598.2,5610.2,5604.9,5616.6,5598.4,5610.4,3018,0.4,0.4,0.4,0.4
2025-03-10 18:45:00+00:00,5584.5,5606.5,5582.2,5604.2,5584.7,5606.7,5582.4,5604.4,5584.9,5606.9,5582.6,5604.6,2819,0.4,0.4,0.4,0.4
2025-03-10 19:00:00+00:00,5587.7,5589.0,5567.2,5584.2,5587.9,5589.2,5567.4,5584.4,5588.1,5589.4,5567.6,5584.6,4302,0.4,0.4,0.4,0.4
2025-03-10 19:15:00+00:00,5608.5,5624.5,5585.7,5587.5,5608.7,5624.7,5585.9,5587.8,5608.9,5624.9,5586.1,5588.1,4903,0.4,0.6,0.4,0.4
2025-03-10 19:30:00+00:00,5602.7,5636.5,5602.7,5608.2,5602.9,5636.7,5602.9,5608.4,5603.1,5636.9,5603.1,5608.6,6105,0.4,0.4,0.4,0.4
2025-03-10 19:45:00+00:00,5619.7,5628.0,5602.2,5602.2,5619.9,5628.2,5602.4,5602.4,5620.1,5628.4,5602.6,5602.6,6532,0.4,0.4,0.4,0.4
2025-03-10 20:00:00+00:00,5620.9,5622.2,5609.4,5619.0,5621.2,5622.6,5609.6,5619.2,5621.4,5622.9,5609.9,5619.4,2966,0.5,0.4,0.7,0.5
2025-03-10 20:15:00+00:00,5625.2,5626.9,5619.5,5620.7,5625.4,5627.2,5619.8,5621.0,5625.7,5627.4,5620.2,5621.4,918,0.5,0.7,0.5,0.7
2025-03-10 20:30:00+00:00,5623.7,5625.7,5621.9,5624.9,5624.0,5626.0,5622.2,5625.2,5624.2,5626.4,5622.4,5625.4,616,0.5,0.5,0.7,0.5
2025-03-10 20:45:00+00:00,5624.9,5626.2,5622.9,5624.0,5625.2,5626.4,5623.2,5624.4,5625.4,5626.7,5623.4,5624.7,420,0.5,0.7,0.5,0.5
2025-03-10 22:00:00+00:00,5607.6,5620.8,5601.1,5616.6,5607.8,5621.2,5601.4,5617.1,5608.1,5621.5,5601.8,5617.6,1233,0.5,1.0,0.7,0.7
2025-03-10 22:15:00+00:00,5613.8,5616.1,5606.6,5607.6,5614.2,5616.4,5606.8,5608.0,5614.5,5616.6,5607.1,5608.3,997,0.7,0.7,0.5,0.5
2025-03-10 22:30:00+00:00,5617.1,5620.1,5611.8,5614.8,5617.4,5620.4,5612.0,5615.0,5617.6,5620.6,5612.3,5615.3,745,0.5,0.5,0.5,0.5
2025-03-10 22:45:00+00:00,5606.6,5618.3,5606.6,5617.1,5606.8,5618.6,5606.8,5617.4,5607.1,5618.8,5607.1,5617.8,723,0.5,0.7,0.5,0.5
2025-03-10 23:00:00+00:00,5600.6,5610.8,5599.1,5607.1,5601.0,5611.0,5599.4,5607.4,5601.3,5611.3,5599.8,5607.6,1032,0.7,0.5,0.5,0.7
2025-03-10 23:15:00+00:00,5595.3,5601.8,5588.1,5600.8,5595.6,5602.0,5588.4,5601.0,5595.8,5602.3,5588.6,5601.3,1604,0.5,0.5,0.5,0.5
2025-03-10 23:30:00+00:00,5594.8,5596.6,5579.8,5595.3,5595.0,5596.8,5580.0,5595.6,5595.3,5597.1,5580.3,5596.0,2035,0.5,0.7,0.5,0.5
2025-03-10 23:45:00+00:00,5597.6,5600.8,5593.8,5594.8,5597.8,5601.0,5594.2,5595.2,5598.1,5601.3,5594.5,5595.5,1131,0.5,0.7,0.5,0.7
2025-03-11 00:00:00+00:00,5590.6,5602.6,5589.6,5597.6,5591.0,5602.8,5590.0,5598.0,5591.3,5603.1,5590.3,5598.3,1507,0.7,0.7,0.5,0.7
2025-03-11 00:15:00+00:00,5595.3,5597.8,5588.8,5590.8,5595.6,5598.2,5589.0,5591.0,5595.8,5598.5,5589.3,5591.3,1385,0.5,0.5,0.7,0.5
2025-03-11 00:30:00+00:00,5581.8,5596.6,5581.1,5595.3,5582.2,5596.8,5581.4,5595.6,5582.5,5597.1,5581.8,5596.0,1255,0.7,0.7,0.5,0.7
2025-03-11 00:45:00+00:00,5568.6,5584.1,5554.3,5581.8,5569.0,5584.4,5554.6,5582.0,5569.3,5584.8,5554.8,5582.3,3135,0.7,0.5,0.7,0.5
2025-03-11 01:00:00+00:00,5559.8,5572.8,5553.6,5568.8,5560.2,5573.0,5553.8,5569.0,5560.5,5573.3,5554.1,5569.3,3049,0.7,0.5,0.5,0.5
2025-03-11 01:15:00+00:00,5570.8,5572.1,5558.1,5560.1,5571.0,5572.4,5558.4,5560.4,5571.3,5572.6,5558.8,5560.6,2084,0.5,0.5,0.5,0.7
2025-03-11 01:30:00+00:00,5581.8,5583.6,5570.1,5570.6,5582.0,5583.8,5570.4,5571.0,5582.3,5584.1,5570.8,5571.3,1670,0.5,0.7,0.5,0.7
2025-03-11 01:45:00+00:00,5581.8,5584.6,5573.8,5581.3,5582.0,5585.0,5574.0,5581.6,5582.3,5585.3,5574.3,5582.0,1474,0.5,0.7,0.7,0.5
2025-03-11 02:00:00+00:00,5600.8,5604.3,5580.1,5582.1,5601.0,5604.6,5580.4,5582.4,5601.3,5604.8,5580.6,5582.6,2408,0.5,0.5,0.5,0.5
2025-03-11 02:15:00+00:00,5607.8,5616.1,5599.1,5600.3,5608.0,5616.4,5599.4,5600.6,5608.3,5616.6,5599.8,5600.8,2986,0.5,0.5,0.5,0.7
2025-03-11 02:30:00+00:00,5607.6,5612.3,5602.8,5607.1,5607.8,5612.6,5603.0,5607.4,5608.1,5613.0,5603.3,5607.8,1711,0.5,0.7,0.7,0.5
2025-03-11 02:45:00+00:00,5608.8,5610.6,5600.8,5607.1,5609.2,5611.0,5601.2,5607.4,5609.5,5611.3,5601.5,5607.6,1277,0.7,0.5,0.7,0.7
2025-03-11 03:00:00+00:00,5628.1,5631.6,5609.3,5609.3,5628.4,5631.8,5609.6,5609.6,5628.6,5632.1,5609.8,5609.8,1984,0.5,0.5,0.5,0.5
2025-03-11 03:15:00+00:00,5622.3,5631.8,5620.3,5627.8,5622.6,5632.0,5620.6,5628.0,5623.0,5632.3,5621.0,5628.3,1073,0.7,0.5,0.5,0.7
2025-03-11 03:30:00+00:00,5622.8,5626.1,5618.8,5622.3,5623.0,5626.4,5619.0,5622.6,5623.3,5626.8,5619.3,5622.8,1043,0.5,0.5,0.7,0.5
2025-03-11 03:45:00+00:00,5619.6,5623.1,5618.3,5622.8,5619.8,5623.4,5618.6,5623.2,5620.1,5623.6,5618.8,5623.5,549,0.5,0.7,0.5,0.5
2025-03-11 04:00:00+00:00,5623.3,5624.3,5615.6,5619.3,5623.6,5624.6,5615.8,5619.6,5624.0,5624.8,5616.1,5619.8,727,0.7,0.5,0.5,0.5
2025-03-11 04:15:00+00:00,5632.3,5632.6,5623.3,5623.6,5632.6,5632.8,5623.6,5623.8,5632.8,5633.1,5623.8,5624.1,785,0.5,0.5,0.5,0.5
2025-03-11 04:30:00+00:00,5626.1,5632.8,5625.8,5632.1,5626.4,5633.0,5626.0,5632.4,5626.8,5633.3,5626.3,5632.8,531,0.7,0.7,0.5,0.5
2025-03-11 04:45:00+00:00,5625.8,5627.8,5624.6,5626.1,5626.2,5628.0,5625.0,5626.4,5626.5,5628.3,5625.3,5626.6,334,0.7,0.5,0.5,0.7
2025-03-11 05:00:00+00:00,5627.3,5627.3,5622.8,5625.8,5627.6,5627.6,5623.0,5626.0,5627.8,5628.0,5623.3,5626.3,761,0.5,0.5,0.7,0.5
2025-03-11 05:15:00+00:00,5628.6,5631.3,5626.8,5627.6,5629.0,5631.6,5627.2,5627.8,5629.3,5631.8,5627.5,5628.1,714,0.7,0.5,0.5,0.7
2025-03-11 05:30:00+00:00,5624.1,5632.1,5622.6,5629.1,5624.4,5632.4,5623.0,5629.4,5624.8,5632.6,5623.3,5629.6,664,0.7,0.5,0.5,0.7
2025-03-11 05:45:00+00:00,5629.1,5629.3,5621.1,5624.3,5629.4,5629.6,5621.4,5624.6,5629.6,5630.0,5621.8,5624.8,670,0.5,0.5,0.7,0.7
2025-03-11 06:00:00+00:00,5629.1,5629.6,5623.1,5628.8,5629.4,5629.8,5623.4,5629.0,5629.6,5630.1,5623.8,5629.3,678,0.5,0.5,0.5,0.7
2025-03-11 06:15:00+00:00,5630.1,5634.3,5626.8,5629.1,5630.4,5634.6,5627.0,5629.4,5630.8,5634.8,5627.3,5629.8,959,0.7,0.7,0.5,0.5
2025-03-11 06:30:00+00:00,5630.8,5633.6,5624.8,5630.6,5631.0,5633.8,5625.2,5631.0,5631.3,5634.1,5625.5,5631.3,617,0.5,0.7,0.5,0.7
2025-03-11 06:45:00+00:00,5625.3,5630.8,5624.6,5630.6,5625.6,5631.2,5624.8,5631.0,5625.8,5631.5,5625.1,5631.3,486,0.5,0.7,0.7,0.5
2025-03-11 07:00:00+00:00,5624.3,5628.6,5621.3,5625.6,5624.6,5628.8,5621.6,5626.0,5625.0,5629.1,5621.8,5626.3,1133,0.7,0.7,0.5,0.5
2025-03-11 07:15:00+00:00,5624.1,5627.8,5621.6,5624.6,5624.4,5628.0,5621.8,5624.8,5624.6,5628.3,5622.1,5625.1,1014,0.5,0.5,0.5,0.5
2025-03-11 07:30:00+00:00,5616.6,5625.1,5611.3,5623.8,5616.8,5625.4,5611.6,5624.0,5617.1,5625.8,5611.8,5624.3,1547,0.5,0.5,0.7,0.5
2025-03-11 07:45:00+00:00,5629.1,5632.1,5614.6,5616.3,5629.4,5632.4,5614.8,5616.6,5629.6,5632.6,5615.1,5616.8,1593,0.5,0.5,0.5,0.5
2025-03-11 08:00:00+00:00,5635.6,5636.3,5624.6,5629.1,5636.0,5636.6,5625.0,5629.4,5636.3,5636.8,5625.3,5629.8,3116,0.7,0.7,0.5,0.7
2025-03-11 08:15:00+00:00,5638.8,5639.1,5630.3,5635.8,5639.0,5639.4,5630.6,5636.0,5639.3,5639.6,5630.8,5636.3,2108,0.5,0.5,0.5,0.5
2025-03-11 08:30:00+00:00,5636.1,5639.1,5632.8,5638.3,5636.4,5639.4,5633.0,5638.6,5636.6,5639.6,5633.3,5639.0,1503,0.5,0.7,0.5,0.5
2025-03-11 08:45:00+00:00,5639.3,5639.3,5632.8,5636.1,5639.6,5639.6,5633.0,5636.4,5639.8,5639.8,5633.3,5636.8,1154,0.5,0.7,0.5,0.5
2025-03-11 09:00:00+00:00,5636.8,5642.3,5633.3,5638.8,5637.2,5642.6,5633.6,5639.2,5637.5,5642.8,5633.8,5639.5,1420,0.7,0.7,0.5,0.5
2025-03-11 09:15:00+00:00,5640.3,5640.8,5634.1,5637.1,5640.6,5641.0,5634.4,5637.4,5640.8,5641.3,5634.8,5637.6,1207,0.5,0.5,0.5,0.7
2025-03-11 09:30:00+00:00,5636.6,5640.3,5633.6,5640.1,5637.0,5640.6,5633.8,5640.4,5637.3,5641.0,5634.1,5640.8,975,0.7,0.7,0.7,0.5
2025-03-11 09:45:00+00:00,5636.1,5638.8,5633.1,5636.8,5636.4,5639.0,5633.4,5637.0,5636.8,5639.3,5633.6,5637.3,930,0.7,0.5,0.5,0.5
2025-03-11 10:00:00+00:00,5634.6,5638.6,5627.8,5636.1,5634.8,5639.0,5628.0,5636.4,5635.1,5639.3,5628.3,5636.6,1396,0.5,0.5,0.7,0.5
2025-03-11 10:15:00+00:00,5638.6,5639.6,5633.8,5634.3,5638.8,5640.0,5634.0,5634.6,5639.1,5640.3,5634.3,5634.8,845,0.5,0.5,0.7,0.5
2025-03-11 10:30:00+00:00,5634.6,5640.1,5633.8,5638.6,5634.8,5640.4,5634.0,5639.0,5635.1,5640.6,5634.3,5639.3,974,0.5,0.7,0.5,0.5
2025-03-11 10:45:00+00:00,5635.1,5637.3,5630.8,5634.3,5635.4,5637.6,5631.0,5634.6,5635.6,5637.8,5631.3,5634.8,875,0.5,0.5,0.5,0.5
